1.500000000000000191e+10	2.002124513826757266e+03	1.000000000000000021e-03	3.076561685660484269e+00
1.896321070234114075e+10	4.692580128720974244e+03	1.000000000000000021e-03	3.059379590455081566e+00
2.292642140468227386e+10	9.260978966916098216e+03	1.000000000000000021e-03	3.042197495249679307e+00
2.688963210702341080e+10	1.626204758951724398e+04	1.000000000000000021e-03	3.025015400044276603e+00
3.085284280936455154e+10	2.624044784319341852e+04	1.000000000000000021e-03	3.007833304838873900e+00
3.481605351170568848e+10	3.971433255225050380e+04	1.000000000000000021e-03	2.990651209633471197e+00
3.877926421404682922e+10	5.716307963758648839e+04	1.000000000000000021e-03	2.973469114428068494e+00
4.274247491638796234e+10	7.901840628851967631e+04	1.000000000000000021e-03	2.956287019222665791e+00
4.670568561872910309e+10	1.056582365278726938e+05	1.000000000000000021e-03	2.939104924017263087e+00
5.066889632107023621e+10	1.374028164651691623e+05	1.000000000000000021e-03	2.921922828811860828e+00
5.463210702341137695e+10	1.745126617673838628e+05	1.000000000000000021e-03	2.904740733606458125e+00
5.859531772575251770e+10	2.171879919870892772e+05	1.000000000000000021e-03	2.887558638401055422e+00
6.255852842809365082e+10	2.655693624775730423e+05	1.000000000000000021e-03	2.870376543195652719e+00
6.652173913043479156e+10	3.197392504613301717e+05	1.000000000000000021e-03	2.853194447990250016e+00
7.048494983277592468e+10	3.797243898653354263e+05	1.000000000000000021e-03	2.836012352784847312e+00
7.444816053511706543e+10	4.454986814833140234e+05	1.000000000000000021e-03	2.818830257579444609e+00
7.841137123745820618e+10	5.169865320791993872e+05	1.000000000000000021e-03	2.801648162374042350e+00
8.237458193979934692e+10	5.940664991002295865e+05	1.000000000000000021e-03	2.784466067168639647e+00
8.633779264214048767e+10	6.765751374031591695e+05	1.000000000000000021e-03	2.767283971963236944e+00
9.030100334448161316e+10	7.643109613442986738e+05	1.000000000000000021e-03	2.750101876757834241e+00
9.426421404682276917e+10	8.570384501675599022e+05	1.000000000000000021e-03	2.732919781552431537e+00
9.822742474916389465e+10	9.544920371886003995e+05	1.000000000000000021e-03	2.715737686347028834e+00
1.021906354515050354e+11	1.056380034101326251e+06	1.000000000000000021e-03	2.698555591141626131e+00
1.061538461538461761e+11	1.162388451062163105e+06	1.000000000000000021e-03	2.681373495936223428e+00
1.101170568561873169e+11	1.272184681237460114e+06	1.000000000000000021e-03	2.664191400730821169e+00
1.140802675585284576e+11	1.385421025399932638e+06	1.000000000000000021e-03	2.647009305525418466e+00
1.180434782608695984e+11	1.501738038076946046e+06	1.000000000000000021e-03	2.629827210320015762e+00
1.220066889632107239e+11	1.620767681812089169e+06	1.000000000000000021e-03	2.612645115114613059e+00
1.259698996655518646e+11	1.742136280410844134e+06	1.000000000000000021e-03	2.595463019909210356e+00
1.299331103678930206e+11	1.865467265695812413e+06	1.000000000000000021e-03	2.578280924703807653e+00
1.338963210702341461e+11	1.990383715379633242e+06	1.000000000000000021e-03	2.561098829498405394e+00
1.378595317725752869e+11	2.116510682246838696e+06	1.000000000000000021e-03	2.543916734293002690e+00
1.418227424749164124e+11	2.243477316982955206e+06	1.000000000000000021e-03	2.526734639087599987e+00
1.457859531772575684e+11	2.370918788756117225e+06	1.000000000000000021e-03	2.509552543882197284e+00
1.497491638795986938e+11	2.498478009092378896e+06	1.000000000000000021e-03	2.492370448676794581e+00
1.537123745819398193e+11	2.625807165734353941e+06	1.000000000000000021e-03	2.475188353471391878e+00
1.576755852842809753e+11	2.752569074071740266e+06	1.000000000000000021e-03	2.458006258265989175e+00
1.616387959866221313e+11	2.878438354415762704e+06	1.000000000000000021e-03	2.440824163060586471e+00
