0.0,0.0,0.0
7.075471698113207e9,2.299496015920263e-8,1.5686712340683184
1.4150943396226414e10,4.598466774843465e-8,-1.5750462743294653
2.122641509433962e10,6.896387285558909e-8,1.5644220002931362
2.8301886792452827e10,9.192733088217575e-8,-1.5792943184935735
3.537735849056603e10,1.1486980519485357e-7,1.560175621610021
4.245283018867924e10,1.3778606977064024e-7,-1.5835385558000799
4.952830188679245e10,1.6067091183369807e-7,1.5559340016090657
5.6603773584905655e10,1.8351913448161055e-7,-1.5877770825253625
6.367924528301886e10,2.0632555929907196e-7,1.551699044178881
7.075471698113206e10,2.2908502895692077e-7,-1.5920079945832852
7.783018867924527e10,2.517924097944754e-7,1.547472653636925
8.490566037735847e10,2.744425943831341e-7,-1.5962293873898132
9.19811320754717e10,2.970305040692326e-7,1.5432567348707187
9.90566037735849e10,3.195510914941681e-7,-1.6004393557151753
1.061320754716981e11,3.419993430898206e-7,1.539053193493096
1.1320754716981131e11,3.6437028154733674e-7,-1.6046359935204264
1.2028301886792451e11,3.866589682573606e-7,1.5348639360146055
1.2735849056603772e11,4.0886050571983174e-7,-1.6088173937753187
1.3443396226415092e11,4.309700399214983e-7,1.5306908700361126
1.4150943396226413e11,4.5298276267933073e-7,-1.6129816482543828
1.4858490566037735e11,4.7489391394805e-7,1.526535904464839
1.5566037735849054e11,4.966987840900346e-7,-1.6171268473081069
1.6273584905660376e11,5.18392716105897e-7,1.5224009497567823
1.6981132075471695e11,5.399711078240619e-7,-1.621251079606053
1.7688679245283017e11,5.614294140477323e-7,1.5182879181887379
1.839622641509434e11,5.82763148657664e-7,-1.625352431848955
1.9103773584905658e11,6.039678866692102e-7,1.514198724162932
1.981132075471698e11,6.25039266242156e-7,-1.6294289884465711
2.05188679245283e11,6.459729906419115e-7,1.5101352845473912
2.122641509433962e11,6.667648301506589e-7,-1.6334788311583897
2.193396226415094e11,6.874106239271413e-7,1.5060995190550015
2.2641509433962262e11,7.079062818137863e-7,-1.6375000386939533
2.334905660377358e11,7.282477860899431e-7,1.5020933506644216
2.4056603773584903e11,7.48431193170064e-7,-1.641490686270049
2.4764150943396225e11,7.684526352456962e-7,1.4981187060856813
2.5471698113207544e11,7.88308321870219e-7,-1.6454488451215552
2.6179245283018866e11,8.079945414853369e-7,1.494177516273539
2.6886792452830185e11,8.275076628883448e-7,-1.6493725819631404
2.7594339622641504e11,8.468441366393116e-7,1.4902717169913853
2.8301886792452826e11,8.660004964073285e-7,-1.6532599583989978
2.900943396226415e11,8.849733602550331e-7,1.4864032494287227
2.971698113207547e11,9.037594318607468e-7,-1.6571090302776093
3.042452830188679e11,9.22355501677517e-7,1.482574060874709
